0 849.771973 854.771973 146.063995 151.063995 -0.006389 -0.006389 0.367244 0.367244 0
1 114.718002 119.718002 672.531982 677.531982 0.360000 0.360000 -0.191575 -0.191575 0
2 917.700989 922.700989 110.260002 115.260002 0.032830 0.032830 0.537198 0.537198 0
3 186.882996 191.882996 145.807999 150.807999 -0.052857 -0.052857 0.047404 0.047404 0
4 917.398987 922.398987 101.672997 106.672997 0.175821 0.175821 -0.648592 -0.648592 0
5 948.416992 953.416992 998.512024 1003.512024 0.044444 0.044444 -0.084979 -0.084979 0
6 424.372986 429.372986 12.371000 17.371000 -0.261429 -0.261429 -0.330504 -0.330504 0
7 162.436005 167.436005 904.005005 909.005005 -0.059759 -0.059759 -0.831957 -0.831957 0
8 953.862000 958.862000 533.580994 538.580994 0.074615 0.074615 0.651441 0.651441 0
9 960.075012 965.075012 927.440979 932.440979 -0.399583 -0.399583 0.605424 0.605424 0
10 456.003998 461.003998 165.026993 170.026993 0.152000 0.152000 -0.141693 -0.141693 0
11 274.605011 279.605011 459.596008 464.596008 -0.194808 -0.194808 0.487735 0.487735 0
12 434.428986 439.428986 720.536011 725.536011 -0.121154 -0.121154 -0.231516 -0.231516 0
13 939.536011 944.536011 356.065002 361.065002 0.554355 0.554355 0.298052 0.298052 0
14 921.875977 926.875977 522.911011 527.911011 -0.411951 -0.411951 0.717556 0.717556 0
15 49.970001 54.970001 380.208008 385.208008 0.109808 0.109808 -0.516967 -0.516967 0
16 976.830994 981.830994 218.212006 223.212006 0.000000 0.000000 0.012200 0.012200 0
17 922.466980 927.466980 527.882996 532.882996 -0.298125 -0.298125 -0.382426 -0.382426 0
18 291.399994 296.399994 967.234009 972.234009 -0.398068 -0.398068 0.788854 0.788854 0
19 932.742981 937.742981 946.747009 951.747009 -0.220580 -0.220580 0.654637 0.654637 0
20 266.830994 271.830994 125.580002 130.580002 0.206707 0.206707 0.800750 0.800750 0
21 17.558001 22.558001 831.739014 836.739014 0.075172 0.075172 0.873170 0.873170 0
22 708.356018 713.356018 325.639008 330.639008 -0.005000 -0.005000 -0.122298 -0.122298 0
23 759.453003 764.453003 271.673004 276.673004 0.369574 0.369574 -0.297917 -0.297917 0
24 533.103027 538.103027 342.123993 347.123993 0.420417 0.420417 0.236150 0.236150 0
25 41.277000 46.277000 10.394000 15.394000 0.435714 0.435714 -0.365632 -0.365632 0
26 43.689999 48.689999 974.184998 979.184998 0.657879 0.657879 -0.111735 -0.111735 0
27 127.656998 132.656998 962.484985 967.484985 -0.130000 -0.130000 -0.313841 -0.313841 0
28 464.931000 469.931000 129.119003 134.119003 -0.156176 -0.156176 0.306953 0.306953 0
29 341.226013 346.226013 897.620972 902.620972 -0.016923 -0.016923 -0.397340 -0.397340 0
30 981.020996 986.020996 275.363007 280.363007 -0.072791 -0.072791 -0.425925 -0.425925 0
31 165.595993 170.595993 80.185997 85.185997 0.386957 0.386957 0.252589 0.252589 0
32 428.782990 433.782990 809.854980 814.854980 -0.068571 -0.068571 0.020254 0.020254 0
33 12.721000 17.721000 528.406006 533.406006 0.000000 0.000000 0.008100 0.008100 0
34 296.348999 301.348999 196.544998 201.544998 0.268148 0.268148 -0.045613 -0.045613 0
35 45.577000 50.577000 158.891006 163.891006 -0.080000 -0.080000 -0.342994 -0.342994 0
36 820.867981 825.867981 877.523987 882.523987 -0.083810 -0.083810 -0.201571 -0.201571 0
37 952.301025 957.301025 627.875977 632.875977 0.754096 0.754096 -0.361112 -0.361112 0
38 359.510986 364.510986 124.727997 129.727997 -0.371111 -0.371111 0.403620 0.403620 0
39 642.395020 647.395020 800.007996 805.007996 0.632805 0.632805 -0.521653 -0.521653 0
40 41.696999 46.696999 850.197021 855.197021 -0.011429 -0.011429 -0.074630 -0.074630 0
41 540.906006 545.906006 931.734985 936.734985 0.265000 0.265000 -0.110460 -0.110460 0
42 859.681030 864.681030 134.309998 139.309998 -0.342321 -0.342321 0.446973 0.446973 0
43 271.203003 276.203003 433.638000 438.638000 0.020000 0.020000 0.053376 0.053376 0
44 124.236000 129.236000 28.599001 33.599001 0.648111 0.648111 -0.632076 -0.632076 0
45 653.890991 658.890991 26.268999 31.268999 0.020606 0.020606 -0.335067 -0.335067 0
46 798.216003 803.216003 134.059998 139.059998 0.012857 0.012857 -0.074702 -0.074702 0
47 702.586975 707.586975 494.712006 499.712006 -0.306515 -0.306515 -0.588907 -0.588907 0
48 588.591980 593.591980 753.340027 758.340027 0.259692 0.259692 -0.600775 -0.600775 0
49 648.369995 653.369995 226.376007 231.376007 -0.671000 -0.671000 -0.608765 -0.608765 0
50 698.708008 703.708008 879.854980 884.854980 0.584407 0.584407 0.134569 0.134569 0
51 739.646973 744.646973 757.809021 762.809021 0.063509 0.063509 0.566451 0.566451 0
52 196.216003 201.216003 47.846001 52.846001 0.120408 0.120408 0.975900 0.975900 0
53 542.513000 547.513000 985.580017 990.580017 -0.275455 -0.275455 0.348480 0.348480 0
54 81.810997 86.810997 351.122009 356.122009 0.011522 0.011522 0.466758 0.466758 0
55 409.673004 414.673004 254.916000 259.916000 0.619195 0.619195 0.614556 0.614556 0
56 715.536011 720.536011 56.376999 61.376999 0.050000 0.050000 0.114455 0.114455 0
